Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1
,,,,,,,,,56,6,13,8,2023-06-13T06:40:00+08:00,170
,,,,,,,,,57,6,13,9,2023-06-13T07:40:00+08:00,168
,,,,,,,,,58,6,13,10,2023-06-13T08:40:00+08:00,190
,,,,,,,,,59,6,13,11,2023-06-13T09:40:00+08:00,207
,,,,,,,,,60,6,13,12,2023-06-13T10:40:00+08:00,214
,,,,,,,,,61,6,13,13,2023-06-13T11:40:00+08:00,219
,,,,,,,,,62,6,13,14,2023-06-13T12:40:00+08:00,217
,,,,,,,,,63,6,13,15,2023-06-13T13:40:00+08:00,219
,,,,,,,,,64,6,13,16,2023-06-13T14:40:00+08:00,229
,,,,,,,,,65,6,13,17,2023-06-13T15:40:00+08:00,233
,,,,,,,,,66,6,13,18,2023-06-13T16:40:00+08:00,234
,,,,,,,,,67,6,13,19,2023-06-13T17:40:00+08:00,222
,,,,,,,,,68,6,13,20,2023-06-13T18:40:00+08:00,212
,,,,,,,,,69,6,13,21,2023-06-13T19:40:00+08:00,225
,,,,,,,,,70,6,13,22,2023-06-13T20:40:00+08:00,224
,,,,,,,,,71,6,13,23,2023-06-13T21:40:00+08:00,220
,,,,,,,,,72,6,13,24,2023-06-13T22:40:00+08:00,214
,,,,,,,,,73,6,14,1,2023-06-13T23:40:00+08:00,205
,,,,,,,,,74,6,14,2,2023-06-14T00:40:00+08:00,194
,,,,,,,,,75,6,14,3,2023-06-14T01:40:00+08:00,186
,,,,,,,,,76,6,14,4,2023-06-14T02:40:00+08:00,180
,,,,,,,,,77,6,14,5,2023-06-14T03:40:00+08:00,175
,,,,,,,,,78,6,14,6,2023-06-14T04:40:00+08:00,172
,,,,,,,,,79,6,14,7,2023-06-14T05:40:00+08:00,172
,,,,,,,,,80,6,14,8,2023-06-14T06:40:00+08:00,180
,,,,,,,,,81,6,14,9,2023-06-14T07:40:00+08:00,178
,,,,,,,,,82,6,14,10,2023-06-14T08:40:00+08:00,196
,,,,,,,,,83,6,14,11,2023-06-14T09:40:00+08:00,210
,,,,,,,,,84,6,14,12,2023-06-14T10:40:00+08:00,219
,,,,,,,,,85,6,14,13,2023-06-14T11:40:00+08:00,222
,,,,,,,,,86,6,14,14,2023-06-14T12:40:00+08:00,216
,,,,,,,,,87,6,14,15,2023-06-14T13:40:00+08:00,220
,,,,,,,,,88,6,14,16,2023-06-14T14:40:00+08:00,230
,,,,,,,,,89,6,14,17,2023-06-14T15:40:00+08:00,233
,,,,,,,,,90,6,14,18,2023-06-14T16:40:00+08:00,233
,,,,,,,,,91,6,14,19,2023-06-14T17:40:00+08:00,221
,,,,,,,,,92,6,14,20,2023-06-14T18:40:00+08:00,212
,,,,,,,,,93,6,14,21,2023-06-14T19:40:00+08:00,224
,,,,,,,,,94,6,14,22,2023-06-14T20:40:00+08:00,222
,,,,,,,,,95,6,14,23,2023-06-14T21:40:00+08:00,218
,,,,,,,,,96,6,14,24,2023-06-14T22:40:00+08:00,209
,,,,,,,,,97,6,15,1,2023-06-14T23:40:00+08:00,201
,,,,,,,,,98,6,15,2,2023-06-15T00:40:00+08:00,189
,,,,,,,,,99,6,15,3,2023-06-15T01:40:00+08:00,182
,,,,,,,,,100,6,15,4,2023-06-15T02:40:00+08:00,177
,,,,,,,,,101,6,15,5,2023-06-15T03:40:00+08:00,172
,,,,,,,,,102,6,15,6,2023-06-15T04:40:00+08:00,170
,,,,,,,,,103,6,15,7,2023-06-15T05:40:00+08:00,170
,,,,,,,,,104,6,15,8,2023-06-15T06:40:00+08:00,179
,,,,,,,,,105,6,15,9,2023-06-15T07:40:00+08:00,177
,,,,,,,,,106,6,15,10,2023-06-15T08:40:00+08:00,195
,,,,,,,,,107,6,15,11,2023-06-15T09:40:00+08:00,208
,,,,,,,,,108,6,15,12,2023-06-15T10:40:00+08:00,216
,,,,,,,,,109,6,15,13,2023-06-15T11:40:00+08:00,222
,,,,,,,,,110,6,15,14,2023-06-15T12:40:00+08:00,216
,,,,,,,,,111,6,15,15,2023-06-15T13:40:00+08:00,220
,,,,,,,,,112,6,15,16,2023-06-15T14:40:00+08:00,231
,,,,,,,,,113,6,15,17,2023-06-15T15:40:00+08:00,231
,,,,,,,,,114,6,15,18,2023-06-15T16:40:00+08:00,232
,,,,,,,,,115,6,15,19,2023-06-15T17:40:00+08:00,222
,,,,,,,,,116,6,15,20,2023-06-15T18:40:00+08:00,212
,,,,,,,,,117,6,15,21,2023-06-15T19:40:00+08:00,227
,,,,,,,,,118,6,15,22,2023-06-15T20:40:00+08:00,228
,,,,,,,,,119,6,15,23,2023-06-15T21:40:00+08:00,223
,,,,,,,,,120,6,15,24,2023-06-15T22:40:00+08:00,217
,,,,,,,,,121,6,16,1,2023-06-15T23:40:00+08:00,208
,,,,,,,,,122,6,16,2,2023-06-16T00:40:00+08:00,197
,,,,,,,,,123,6,16,3,2023-06-16T01:40:00+08:00,189
,,,,,,,,,124,6,16,4,2023-06-16T02:50:00+08:00,183
,,,,,,,,,125,6,16,5,2023-06-16T03:50:00+08:00,177
,,,,,,,,,126,6,16,6,2023-06-16T04:50:00+08:00,174
,,,,,,,,,127,6,16,7,2023-06-16T05:50:00+08:00,174
,,,,,,,,,128,6,16,8,2023-06-16T06:50:00+08:00,180
,,,,,,,,,129,6,16,9,2023-06-16T07:50:00+08:00,178
,,,,,,,,,130,6,16,10,2023-06-16T08:50:00+08:00,193
,,,,,,,,,131,6,16,11,2023-06-16T09:50:00+08:00,207
,,,,,,,,,132,6,16,12,2023-06-16T10:50:00+08:00,214
,,,,,,,,,133,6,16,13,2023-06-16T11:50:00+08:00,219
,,,,,,,,,134,6,16,14,2023-06-16T12:50:00+08:00,216
,,,,,,,,,135,6,16,15,2023-06-16T13:50:00+08:00,216
,,,,,,,,,136,6,16,16,2023-06-16T14:50:00+08:00,225
,,,,,,,,,137,6,16,17,2023-06-16T15:50:00+08:00,230
,,,,,,,,,138,6,16,18,2023-06-16T16:50:00+08:00,231
,,,,,,,,,139,6,16,19,2023-06-16T17:50:00+08:00,221
,,,,,,,,,140,6,16,20,2023-06-16T18:50:00+08:00,213
,,,,,,,,,141,6,16,21,2023-06-16T19:50:00+08:00,225
,,,,,,,,,142,6,16,22,2023-06-16T20:50:00+08:00,224
,,,,,,,,,143,6,16,23,2023-06-16T21:50:00+08:00,219
,,,,,,,,,144,6,16,24,2023-06-16T22:50:00+08:00,212
,,,,,,,,,145,6,17,1,2023-06-16T23:50:00+08:00,206
,,,,,,,,,146,6,17,2,2023-06-17T00:50:00+08:00,195
,,,,,,,,,147,6,17,3,2023-06-17T01:50:00+08:00,186
,,,,,,,,,148,6,17,4,2023-06-17T02:50:00+08:00,181
,,,,,,,,,149,6,17,5,2023-06-17T03:50:00+08:00,175
,,,,,,,,,150,6,17,6,2023-06-17T04:50:00+08:00,172
,,,,,,,,,151,6,17,7,2023-06-17T05:50:00+08:00,170
,,,,,,,,,152,6,17,8,2023-06-17T06:50:00+08:00,173
,,,,,,,,,153,6,17,9,2023-06-17T07:50:00+08:00,169
,,,,,,,,,154,6,17,10,2023-06-17T08:50:00+08:00,178
,,,,,,,,,155,6,17,11,2023-06-17T09:50:00+08:00,189
,,,,,,,,,156,6,17,12,2023-06-17T10:50:00+08:00,197
,,,,,,,,,157,6,17,13,2023-06-17T11:50:00+08:00,199
,,,,,,,,,158,6,17,14,2023-06-17T12:50:00+08:00,195
,,,,,,,,,159,6,17,15,2023-06-17T13:50:00+08:00,196
,,,,,,,,,160,6,17,16,2023-06-17T14:50:00+08:00,200
,,,,,,,,,161,6,17,17,2023-06-17T15:50:00+08:00,201
,,,,,,,,,162,6,17,18,2023-06-17T16:50:00+08:00,201
,,,,,,,,,163,6,17,19,2023-06-17T17:50:00+08:00,198
,,,,,,,,,164,6,17,20,2023-06-17T18:50:00+08:00,198
,,,,,,,,,165,6,17,21,2023-06-17T19:50:00+08:00,212
,,,,,,,,,166,6,17,22,2023-06-17T20:50:00+08:00,213
,,,,,,,,,167,6,17,23,2023-06-17T21:50:00+08:00,210
,,,,,,,,,168,6,17,24,2023-06-17T22:50:00+08:00,204
,,,,,,,,,169,1,15,1,2023-01-14T23:30:00+08:00,199
,,,,,,,,,170,1,15,2,2023-01-15T00:30:00+08:00,189
,,,,,,,,,171,1,15,3,2023-01-15T01:30:00+08:00,182
,,,,,,,,,172,1,15,4,2023-01-15T02:30:00+08:00,175
,,,,,,,,,173,1,15,5,2023-01-15T03:30:00+08:00,169
,,,,,,,,,174,1,15,6,2023-01-15T04:30:00+08:00,165
,,,,,,,,,175,1,15,7,2023-01-15T05:30:00+08:00,164
,,,,,,,,,176,1,15,8,2023-01-15T06:30:00+08:00,166
,,,,,,,,,177,1,15,9,2023-01-15T07:30:00+08:00,158
,,,,,,,,,178,1,15,10,2023-01-15T08:30:00+08:00,160
,,,,,,,,,179,1,15,11,2023-01-15T09:30:00+08:00,166
,,,,,,,,,180,1,15,12,2023-01-15T10:30:00+08:00,173
,,,,,,,,,181,1,15,13,2023-01-15T11:30:00+08:00,176
,,,,,,,,,182,1,15,14,2023-01-15T12:30:00+08:00,174
,,,,,,,,,183,1,15,15,2023-01-15T13:30:00+08:00,178
,,,,,,,,,184,1,15,16,2023-01-15T14:30:00+08:00,181
,,,,,,,,,185,1,15,17,2023-01-15T15:30:00+08:00,185
,,,,,,,,,186,1,15,18,2023-01-15T16:30:00+08:00,184
,,,,,,,,,187,1,15,19,2023-01-15T17:30:00+08:00,182
,,,,,,,,,188,1,15,20,2023-01-15T18:30:00+08:00,183
,,,,,,,,,189,1,15,21,2023-01-15T19:30:00+08:00,202
,,,,,,,,,190,1,15,22,2023-01-15T20:30:00+08:00,206
,,,,,,,,,191,1,15,23,2023-01-15T21:30:00+08:00,205
,,,,,,,,,192,1,15,24,2023-01-15T22:30:00+08:00,200
,,,,,,,,,193,1,16,1,2023-01-15T23:30:00+08:00,194
,,,,,,,,,194,1,16,2,2023-01-16T00:30:00+08:00,181
,,,,,,,,,195,1,16,3,2023-01-16T01:40:00+08:00,174
,,,,,,,,,196,1,16,4,2023-01-16T02:40:00+08:00,168
,,,,,,,,,197,1,16,5,2023-01-16T03:40:00+08:00,164
,,,,,,,,,198,1,16,6,2023-01-16T04:40:00+08:00,162
,,,,,,,,,199,1,16,7,2023-01-16T05:40:00+08:00,164
,,,,,,,,,200,1,16,8,2023-01-16T06:40:00+08:00,173
,,,,,,,,,201,1,16,9,2023-01-16T07:40:00+08:00,173
,,,,,,,,,202,1,16,10,2023-01-16T08:40:00+08:00,195
,,,,,,,,,203,1,16,11,2023-01-16T09:40:00+08:00,210
,,,,,,,,,204,1,16,12,2023-01-16T10:40:00+08:00,218
,,,,,,,,,205,1,16,13,2023-01-16T11:40:00+08:00,223
,,,,,,,,,206,1,16,14,2023-01-16T12:40:00+08:00,217
,,,,,,,,,207,1,16,15,2023-01-16T13:40:00+08:00,221
,,,,,,,,,208,1,16,16,2023-01-16T14:40:00+08:00,231
,,,,,,,,,209,1,16,17,2023-01-16T15:40:00+08:00,233
,,,,,,,,,210,1,16,18,2023-01-16T16:40:00+08:00,234
,,,,,,,,,211,1,16,19,2023-01-16T17:40:00+08:00,225
,,,,,,,,,212,1,16,20,2023-01-16T18:40:00+08:00,215
,,,,,,,,,213,1,16,21,2023-01-16T19:40:00+08:00,230
,,,,,,,,,214,1,16,22,2023-01-16T20:40:00+08:00,230
,,,,,,,,,215,1,16,23,2023-01-16T21:40:00+08:00,226
,,,,,,,,,216,1,16,24,2023-01-16T22:40:00+08:00,219
,,,,,,,,,217,1,17,1,2023-01-16T23:40:00+08:00,210
,,,,,,,,,218,1,17,2,2023-01-17T00:40:00+08:00,200
,,,,,,,,,219,1,17,3,2023-01-17T01:40:00+08:00,192
,,,,,,,,,220,1,17,4,2023-01-17T02:40:00+08:00,184
,,,,,,,,,221,1,17,5,2023-01-17T03:40:00+08:00,178
,,,,,,,,,222,1,17,6,2023-01-17T04:40:00+08:00,175
,,,,,,,,,223,1,17,7,2023-01-17T05:40:00+08:00,176
,,,,,,,,,224,1,17,8,2023-01-17T06:40:00+08:00,184
,,,,,,,,,225,1,17,9,2023-01-17T07:40:00+08:00,181
,,,,,,,,,226,1,17,10,2023-01-17T08:40:00+08:00,199
,,,,,,,,,227,1,17,11,2023-01-17T09:40:00+08:00,212
,,,,,,,,,228,1,17,12,2023-01-17T10:40:00+08:00,221
,,,,,,,,,229,1,17,13,2023-01-17T11:40:00+08:00,225
,,,,,,,,,230,1,17,14,2023-01-17T12:40:00+08:00,217
,,,,,,,,,231,1,17,15,2023-01-17T13:40:00+08:00,219
,,,,,,,,,232,1,17,16,2023-01-17T14:40:00+08:00,227
,,,,,,,,,233,1,17,17,2023-01-17T15:40:00+08:00,229
,,,,,,,,,234,1,17,18,2023-01-17T16:40:00+08:00,232
,,,,,,,,,235,1,17,19,2023-01-17T17:40:00+08:00,222
,,,,,,,,,236,1,17,20,2023-01-17T18:40:00+08:00,213
,,,,,,,,,237,1,17,21,2023-01-17T19:40:00+08:00,228
,,,,,,,,,238,1,17,22,2023-01-17T20:40:00+08:00,229
,,,,,,,,,239,1,17,23,2023-01-17T21:40:00+08:00,224
,,,,,,,,,240,1,17,24,2023-01-17T22:40:00+08:00,218
,,,,,,,,,241,1,18,1,2023-01-17T23:40:00+08:00,209
,,,,,,,,,242,1,18,2,2023-01-18T00:40:00+08:00,198
,,,,,,,,,243,1,18,3,2023-01-18T01:40:00+08:00,188
,,,,,,,,,244,1,18,4,2023-01-18T02:40:00+08:00,183
,,,,,,,,,245,1,18,5,2023-01-18T03:40:00+08:00,176
,,,,,,,,,246,1,18,6,2023-01-18T04:40:00+08:00,174
,,,,,,,,,247,1,18,7,2023-01-18T05:40:00+08:00,175
,,,,,,,,,248,1,18,8,2023-01-18T06:40:00+08:00,183
,,,,,,,,,249,1,18,9,2023-01-18T07:40:00+08:00,181
,,,,,,,,,250,1,18,10,2023-01-18T08:40:00+08:00,197
,,,,,,,,,251,1,18,11,2023-01-18T09:40:00+08:00,212
,,,,,,,,,252,1,18,12,2023-01-18T10:40:00+08:00,218
,,,,,,,,,253,1,18,13,2023-01-18T11:40:00+08:00,222
,,,,,,,,,254,1,18,14,2023-01-18T12:40:00+08:00,215
,,,,,,,,,255,1,18,15,2023-01-18T13:40:00+08:00,220
,,,,,,,,,256,1,18,16,2023-01-18T14:40:00+08:00,230
,,,,,,,,,257,1,18,17,2023-01-18T15:40:00+08:00,232
,,,,,,,,,258,1,18,18,2023-01-18T16:40:00+08:00,232
,,,,,,,,,259,1,18,19,2023-01-18T17:40:00+08:00,221
,,,,,,,,,260,1,18,20,2023-01-18T18:40:00+08:00,212
,,,,,,,,,261,1,18,21,2023-01-18T19:40:00+08:00,227
,,,,,,,,,262,1,18,22,2023-01-18T20:40:00+08:00,226
,,,,,,,,,263,1,18,23,2023-01-18T21:40:00+08:00,222
,,,,,,,,,264,1,18,24,2023-01-18T22:40:00+08:00,215
,,,,,,,,,265,1,19,1,2023-01-18T23:40:00+08:00,206
,,,,,,,,,266,1,19,2,2023-01-19T00:40:00+08:00,194
,,,,,,,,,267,1,19,3,2023-01-19T01:40:00+08:00,186
,,,,,,,,,268,1,19,4,2023-01-19T02:40:00+08:00,180
,,,,,,,,,269,1,19,5,2023-01-19T03:40:00+08:00,176
,,,,,,,,,270,1,19,6,2023-01-19T04:40:00+08:00,173
,,,,,,,,,271,1,19,7,2023-01-19T05:40:00+08:00,175
,,,,,,,,,272,1,19,8,2023-01-19T06:40:00+08:00,181
,,,,,,,,,273,1,19,9,2023-01-19T07:40:00+08:00,180
,,,,,,,,,274,1,19,10,2023-01-19T08:40:00+08:00,196
,,,,,,,,,275,1,19,11,2023-01-19T09:40:00+08:00,209
,,,,,,,,,276,1,19,12,2023-01-19T10:40:00+08:00,219
,,,,,,,,,277,1,19,13,2023-01-19T11:40:00+08:00,223
,,,,,,,,,278,1,19,14,2023-01-19T12:40:00+08:00,218
,,,,,,,,,279,1,19,15,2023-01-19T13:40:00+08:00,223
,,,,,,,,,280,1,19,16,2023-01-19T14:40:00+08:00,234
,,,,,,,,,281,1,19,17,2023-01-19T15:40:00+08:00,235
,,,,,,,,,282,1,19,18,2023-01-19T16:40:00+08:00,237
,,,,,,,,,283,1,19,19,2023-01-19T17:40:00+08:00,228
,,,,,,,,,284,1,19,20,2023-01-19T18:40:00+08:00,218
,,,,,,,,,285,1,19,21,2023-01-19T19:40:00+08:00,232
,,,,,,,,,286,1,19,22,2023-01-19T20:40:00+08:00,232
,,,,,,,,,287,1,19,23,2023-01-19T21:40:00+08:00,227
,,,,,,,,,288,1,19,24,2023-01-19T22:40:00+08:00,221
,,,,,,,,,289,1,20,1,2023-01-19T23:40:00+08:00,213
,,,,,,,,,290,1,20,2,2023-01-20T00:40:00+08:00,200
,,,,,,,,,291,1,20,3,2023-01-20T01:40:00+08:00,191
,,,,,,,,,292,1,20,4,2023-01-20T02:40:00+08:00,185
,,,,,,,,,293,1,20,5,2023-01-20T03:40:00+08:00,179
,,,,,,,,,294,1,20,6,2023-01-20T04:40:00+08:00,176
,,,,,,,,,295,1,20,7,2023-01-20T05:40:00+08:00,177
,,,,,,,,,296,1,20,8,2023-01-20T06:40:00+08:00,181
,,,,,,,,,297,1,20,9,2023-01-20T07:40:00+08:00,181
,,,,,,,,,298,1,20,10,2023-01-20T08:40:00+08:00,195
,,,,,,,,,299,1,20,11,2023-01-20T09:40:00+08:00,209
,,,,,,,,,300,1,20,12,2023-01-20T10:40:00+08:00,217
,,,,,,,,,301,1,20,13,2023-01-20T11:40:00+08:00,221
,,,,,,,,,302,1,20,14,2023-01-20T12:40:00+08:00,217
,,,,,,,,,303,1,20,15,2023-01-20T13:40:00+08:00,217
,,,,,,,,,304,1,20,16,2023-01-20T14:40:00+08:00,223
,,,,,,,,,305,1,20,17,2023-01-20T15:40:00+08:00,229
,,,,,,,,,306,1,20,18,2023-01-20T16:40:00+08:00,230
,,,,,,,,,307,1,20,19,2023-01-20T17:40:00+08:00,221
,,,,,,,,,308,1,20,20,2023-01-20T18:40:00+08:00,214
,,,,,,,,,309,1,20,21,2023-01-20T19:40:00+08:00,228
,,,,,,,,,310,1,20,22,2023-01-20T20:40:00+08:00,228
,,,,,,,,,311,1,20,23,2023-01-20T21:40:00+08:00,223
,,,,,,,,,312,1,20,24,2023-01-20T22:40:00+08:00,218
,,,,,,,,,313,1,21,1,2023-01-20T23:40:00+08:00,212
,,,,,,,,,314,1,21,2,2023-01-21T00:40:00+08:00,201
,,,,,,,,,315,1,21,3,2023-01-21T01:40:00+08:00,192
,,,,,,,,,316,1,21,4,2023-01-21T02:40:00+08:00,187
,,,,,,,,,317,1,21,5,2023-01-21T03:40:00+08:00,180
,,,,,,,,,318,1,21,6,2023-01-21T04:40:00+08:00,176
,,,,,,,,,319,1,21,7,2023-01-21T05:40:00+08:00,175
,,,,,,,,,320,1,21,8,2023-01-21T06:40:00+08:00,176
,,,,,,,,,321,1,21,9,2023-01-21T07:40:00+08:00,173
,,,,,,,,,322,1,21,10,2023-01-21T08:40:00+08:00,180
,,,,,,,,,323,1,21,11,2023-01-21T09:40:00+08:00,192
,,,,,,,,,324,1,21,12,2023-01-21T10:40:00+08:00,200
,,,,,,,,,325,1,21,13,2023-01-21T11:50:00+08:00,203
,,,,,,,,,326,1,21,14,2023-01-21T12:50:00+08:00,198
,,,,,,,,,327,1,21,15,2023-01-21T13:50:00+08:00,200
,,,,,,,,,328,1,21,16,2023-01-21T14:50:00+08:00,207
,,,,,,,,,329,1,21,17,2023-01-21T15:50:00+08:00,208
,,,,,,,,,330,1,21,18,2023-01-21T16:50:00+08:00,208
,,,,,,,,,331,1,21,19,2023-01-21T17:50:00+08:00,204
,,,,,,,,,332,1,21,20,2023-01-21T18:50:00+08:00,202
,,,,,,,,,333,1,21,21,2023-01-21T19:50:00+08:00,219
,,,,,,,,,334,1,21,22,2023-01-21T20:50:00+08:00,219
,,,,,,,,,335,1,21,23,2023-01-21T21:50:00+08:00,217
,,,,,,,,,336,1,21,24,2023-01-21T22:50:00+08:00,212
,,,,,,,,,337,1,22,1,2023-01-21T23:50:00+08:00,206
,,,,,,,,,338,1,22,2,2023-01-22T00:50:00+08:00,196
,,,,,,,,,339,1,22,3,2023-01-22T01:50:00+08:00,188
,,,,,,,,,340,1,22,4,2023-01-22T02:50:00+08:00,181
,,,,,,,,,341,1,22,5,2023-01-22T03:50:00+08:00,175
,,,,,,,,,342,1,22,6,2023-01-22T04:50:00+08:00,170
,,,,,,,,,343,1,22,7,2023-01-22T05:50:00+08:00,169
,,,,,,,,,344,1,22,8,2023-01-22T06:50:00+08:00,171
,,,,,,,,,345,1,22,9,2023-01-22T07:50:00+08:00,163
,,,,,,,,,346,1,22,10,2023-01-22T08:50:00+08:00,164
,,,,,,,,,347,1,22,11,2023-01-22T09:50:00+08:00,171
,,,,,,,,,348,1,22,12,2023-01-22T10:50:00+08:00,179
,,,,,,,,,349,1,22,13,2023-01-22T11:50:00+08:00,182
,,,,,,,,,350,1,22,14,2023-01-22T12:50:00+08:00,181
,,,,,,,,,351,1,22,15,2023-01-22T13:50:00+08:00,183
,,,,,,,,,352,1,22,16,2023-01-22T14:50:00+08:00,187
,,,,,,,,,353,1,22,17,2023-01-22T15:50:00+08:00,188
,,,,,,,,,354,1,22,18,2023-01-22T16:50:00+08:00,190
,,,,,,,,,355,1,22,19,2023-01-22T17:50:00+08:00,187
,,,,,,,,,356,1,22,20,2023-01-22T18:50:00+08:00,187
,,,,,,,,,357,1,22,21,2023-01-22T19:50:00+08:00,206
,,,,,,,,,358,1,22,22,2023-01-22T20:50:00+08:00,210
,,,,,,,,,359,1,22,23,2023-01-22T21:50:00+08:00,209
,,,,,,,,,360,1,22,24,2023-01-22T22:50:00+08:00,205
,,,,,,,,,361,1,23,1,2023-01-22T23:50:00+08:00,198
,,,,,,,,,362,1,23,2,2023-01-23T00:50:00+08:00,186
,,,,,,,,,363,1,23,3,2023-01-23T01:50:00+08:00,179
,,,,,,,,,364,1,23,4,2023-01-23T02:50:00+08:00,172
,,,,,,,,,365,1,23,5,2023-01-23T03:50:00+08:00,169
,,,,,,,,,366,1,23,6,2023-01-23T04:50:00+08:00,164
,,,,,,,,,367,1,23,7,2023-01-23T05:50:00+08:00,168
,,,,,,,,,368,1,23,8,2023-01-23T06:50:00+08:00,176
,,,,,,,,,369,1,23,9,2023-01-23T07:50:00+08:00,177
,,,,,,,,,370,1,23,10,2023-01-23T08:50:00+08:00,201
,,,,,,,,,371,1,23,11,2023-01-23T09:50:00+08:00,215
,,,,,,,,,372,1,23,12,2023-01-23T10:50:00+08:00,222
,,,,,,,,,373,1,23,13,2023-01-23T11:50:00+08:00,226
,,,,,,,,,374,1,23,14,2023-01-23T12:50:00+08:00,219
,,,,,,,,,375,1,23,15,2023-01-23T13:50:00+08:00,227
,,,,,,,,,376,1,23,16,2023-01-23T14:50:00+08:00,236
,,,,,,,,,377,1,23,17,2023-01-23T15:50:00+08:00,238
,,,,,,,,,378,1,23,18,2023-01-23T16:50:00+08:00,238
,,,,,,,,,379,1,23,19,2023-01-23T17:50:00+08:00,225
,,,,,,,,,380,1,23,20,2023-01-23T18:50:00+08:00,217
,,,,,,,,,381,1,23,21,2023-01-23T19:50:00+08:00,232
